datestop=5162014, pct=14, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BR, eyecolor=BR, build=M, premname=PUBLIC SIDEWALK, city=MANHATTAN
datestop=5232014, pct=102, crimsusp=BURGLARY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=, city=QUEENS
datestop=5012014, pct=67, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5132014, pct=111, crimsusp=FEL, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5122014, pct=114, crimsusp=CRIMINAL TRESPASS, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=HALLWAY, city=QUEENS
datestop=5202014, pct=66, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5292014, pct=60, crimsusp=MISD, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=HALLWAY, city=BROOKLYN
datestop=5272014, pct=113, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5062014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5072014, pct=101, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5252014, pct=66, crimsusp=FEL, typeofid=V, arstmade=Y, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Z, agerange=20-29, htrange=6'0''- 6'5'', weightrange=225-249, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5042014, pct=43, crimsusp=MISD, typeofid=V, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=P, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=STAIRWAY, city=BRONX
datestop=5012014, pct=33, crimsusp=CPW/GUN, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=, city=MANHATTAN
datestop=5042014, pct=109, crimsusp=ROBBERY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=40-49, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=SP, eyecolor=BL, build=T, premname=COMMERCIAL, city=QUEENS
datestop=5132014, pct=113, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5182014, pct=47, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=Z, premname=STAIRWELL, city=BRONX
datestop=5202014, pct=44, crimsusp=ASSAULT, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5172014, pct=106, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5222014, pct=110, crimsusp=MISD, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BK, build=T, premname=SUBWAY PLATFORM, city=QUEENS
datestop=5052014, pct=43, crimsusp=MISD, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=6'0''- 6'5'', weightrange=225-249, haircolor=BK, eyecolor=BR, build=H, premname=SIDEWALK, city=BRONX
datestop=5172014, pct=44, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BRONX
datestop=5162014, pct=68, crimsusp=FELONY, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'0''- 5'5'', weightrange=160-169, haircolor=BK, eyecolor=GR, build=M, premname=PRIVATE RESIDENCE, city=BROOKLYN
datestop=5182014, pct=18, crimsusp=MISD, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BR, eyecolor=BL, build=M, premname=STREET, city=MANHATTAN
datestop=5242014, pct=69, crimsusp=MISD, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=, city=BROOKLYN
datestop=5242014, pct=28, crimsusp=FEL, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=PUBLIC SIDEWALK, city=MANHATTAN
datestop=5032014, pct=44, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BRONX
datestop=5272014, pct=28, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=MANHATTAN
datestop=5162014, pct=83, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=PUBLIC STORAGE, city=BROOKLYN
datestop=5052014, pct=105, crimsusp=FELONY, typeofid=V, arstmade=Y, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=30-39, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=HA, build=H, premname=RESIDENTIAL HOUSE, city=QUEENS
datestop=5302014, pct=79, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=SCHOOL LOBBY, city=BROOKLYN
datestop=5062014, pct=103, crimsusp=ROBBERY, typeofid=V, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=SUBWAY STATION, city=QUEENS
datestop=5032014, pct=60, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BA, eyecolor=BR, build=T, premname=PUBLIC SIDEWALK, city=BROOKLYN
datestop=5072014, pct=69, crimsusp=MISD, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=30-39, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BR, eyecolor=BR, build=M, premname=NYCHA, city=BROOKLYN
datestop=5042014, pct=104, crimsusp=ASSAULT, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5122014, pct=71, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'0''- 5'5'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5042014, pct=33, crimsusp=CPW, typeofid=O, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=225-249, haircolor=BK, eyecolor=BR, build=M, premname=, city=MANHATTAN
datestop=5232014, pct=106, crimsusp=FELONY, typeofid=R, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=Q, agerange=40-49, htrange=5'0''- 5'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=HOME DEPOT, city=QUEENS
datestop=5172014, pct=106, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=30-39, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BR, eyecolor=BK, build=M, premname=STREET, city=QUEENS
datestop=5242014, pct=102, crimsusp=BURG, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=40-49, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=DRIVEWAY, city=QUEENS
datestop=5242014, pct=106, crimsusp=MISD, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BK, build=T, premname=STREET, city=QUEENS
datestop=5102014, pct=70, crimsusp=FELONY/GRAND LARCENY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5052014, pct=71, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5032014, pct=73, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=50+, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5122014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=M/V, city=QUEENS
datestop=5212014, pct=26, crimsusp=TOS, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=, city=MANHATTAN
datestop=5302014, pct=62, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=W, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5202014, pct=79, crimsusp=CSCS, typeofid=V, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=SP, eyecolor=BR, build=M, premname=PUBLIC SIDEWALK, city=BROOKLYN
datestop=5072014, pct=88, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=N, searched=Y, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'0''- 5'5'', weightrange=180-189, haircolor=BR, eyecolor=BK, build=M, premname=ROOF, city=BROOKLYN
datestop=5202014, pct=105, crimsusp=FELONY, typeofid=V, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=Y, sex=M, race=Q, agerange=<20, htrange=5'0''- 5'5'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5032014, pct=106, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=A, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5132014, pct=120, crimsusp=PETIT LARCENY, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=BUS STOP, city=STATEN ISLAND
datestop=5062014, pct=121, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=, city=STATEN ISLAND
datestop=5222014, pct=14, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=F, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=MEZZANINE (POST 0412), city=MANHATTAN
datestop=5172014, pct=121, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BR, eyecolor=BR, build=M, premname=SIDEWALK, city=STATEN ISLAND
datestop=5012014, pct=14, crimsusp=MIS, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=Y, sex=M, race=W, agerange=30-39, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BA, eyecolor=BL, build=M, premname=, city=MANHATTAN
datestop=5052014, pct=120, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=STATEN ISLAND
datestop=5262014, pct=32, crimsusp=FELONY, typeofid=R, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=MANHATTAN
datestop=5032014, pct=14, crimsusp=FEL, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=S/B N TRAIN, city=MANHATTAN
datestop=5112014, pct=9, crimsusp=GRAND LARCENY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=MANHATTAN
datestop=5152014, pct=111, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=QUEENS
datestop=5252014, pct=23, crimsusp=MISD, typeofid=O, arstmade=Y, offunif=Y, frisked=N, searched=N, contrabn=Y, sex=F, race=P, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BL, eyecolor=BR, build=T, premname=LOBBY, city=MANHATTAN
datestop=5062014, pct=106, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'0''- 5'5'', weightrange=170-179, haircolor=BK, eyecolor=BK, build=T, premname=STREET, city=QUEENS
datestop=5132014, pct=121, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=STATEN ISLAND
datestop=5022014, pct=113, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=HOUSE, city=QUEENS
datestop=5282014, pct=120, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=STATEN ISLAND
datestop=5202014, pct=101, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=QUEENS
datestop=5172014, pct=121, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'0''- 5'5'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=RES, city=STATEN ISLAND
datestop=5242014, pct=69, crimsusp=FEL, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=, city=BROOKLYN
datestop=5092014, pct=103, crimsusp=M, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=B, agerange=30-39, htrange=5'0''- 5'5'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=QUEENS
datestop=5162014, pct=102, crimsusp=GLA, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5012014, pct=17, crimsusp=GRAND LARCENY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=P, agerange=30-39, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BR, eyecolor=BR, build=M, premname=MEZZANINE (POST 0411), city=MANHATTAN
datestop=5142014, pct=102, crimsusp=BURGLARY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=40-49, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5032014, pct=28, crimsusp=MISD, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=T, premname=PUBLIC SIDEWALK, city=MANHATTAN
datestop=5282014, pct=44, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5132014, pct=104, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=QUEENS
datestop=5032014, pct=44, crimsusp=TOS, typeofid=V, arstmade=Y, offunif=0, frisked=, searched=Y, contrabn=Y, sex=OR, race=M, agerange=50+, htrange=6'6''+', weightrange=<150, haircolor=180, eyecolor=BK, build=BR, premname=, city=
datestop=5132014, pct=120, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=STATEN ISLAND
datestop=5032014, pct=19, crimsusp=FORGERY, typeofid=P, arstmade=Y, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=40-49, htrange=5'0''- 5'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=T, premname=SOUTHBOUND PLATFORM, city=MANHATTAN
datestop=5172014, pct=121, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'0''- 5'5'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=STATEN ISLAND
datestop=5132014, pct=121, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=STATEN ISLAND
datestop=5082014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5132014, pct=105, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=SIDEWALK, city=QUEENS
datestop=5222014, pct=67, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5152014, pct=112, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=30-39, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=M, premname=APT FIRE ESCAPE, city=QUEENS
datestop=5132014, pct=47, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=Q, agerange=40-49, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=HALLWAY, city=BRONX
datestop=5062014, pct=120, crimsusp=CSM, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=VESTIBULE, city=STATEN ISLAND
datestop=5072014, pct=9, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=N, searched=Y, contrabn=Y, sex=M, race=Q, agerange=40-49, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BR, eyecolor=BR, build=M, premname=LOBBY, city=MANHATTAN
datestop=5142014, pct=43, crimsusp=MISD, typeofid=V, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=Y, sex=M, race=B, agerange=30-39, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BA, eyecolor=BR, build=H, premname=STAIRWELL, city=BRONX
datestop=5112014, pct=120, crimsusp=CSCS, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5302014, pct=120, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5072014, pct=104, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=40-49, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BA, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5132014, pct=105, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=225-249, haircolor=BK, eyecolor=BR, build=H, premname=SIDEWALK, city=QUEENS
datestop=5302014, pct=102, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=, city=QUEENS
datestop=5122014, pct=114, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=6'0''- 6'5'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=CAR, city=QUEENS
datestop=5292014, pct=71, crimsusp=FELONY, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=30-39, htrange=6'0''- 6'5'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5132014, pct=73, crimsusp=FEL, typeofid=R, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BK, build=H, premname=APARTMENT, city=BROOKLYN
datestop=5232014, pct=120, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BR, eyecolor=BR, build=M, premname=RESIDENTIAL, city=STATEN ISLAND
